256,192,1610,5,8,0:0:0:0:
256,160,1810,1,0,0:0:0:0:
256,192,2010,1,8,0:0:0:0:
256,160,2210,1,8,0:0:0:0:
256,192,2410,1,0,0:0:0:0:
256,160,2710,1,0,0:0:0:0:
256,192,3010,1,0,0:0:0:0:
256,192,3210,1,0,0:0:0:0:
256,192,3410,1,8,0:0:0:0:
256,192,3610,1,0,0:0:0:0:
256,192,3810,1,0,0:0:0:0:
256,192,4010,1,8,0:0:0:0:
256,192,4310,1,8,0:0:0:0:
256,160,4610,1,8,0:0:0:0:
256,160,4810,1,8,0:0:0:0:
288,160,5010,1,0,0:0:0:0:
288,160,5210,1,8,0:0:0:0:
288,128,5410,1,8,0:0:0:0:
288,160,5610,1,0,0:0:0:0:
288,160,5910,1,0,0:0:0:0:
288,160,6210,1,0,0:0:0:0:
288,160,6410,1,0,0:0:0:0:
288,160,6610,1,8,0:0:0:0:
288,160,6810,1,8,0:0:0:0:
288,160,7010,1,8,0:0:0:0:
288,160,7210,1,0,0:0:0:0:
288,160,7610,1,8,0:0:0:0:
256,192,8010,5,12,0:0:0:0:
256,160,8210,1,0,0:0:0:0:
288,160,8310,1,0,0:0:0:0:
256,192,8410,1,8,0:0:0:0:
288,160,8510,1,0,0:0:0:0:
288,192,8610,1,8,0:0:0:0:
288,192,8710,1,8,0:0:0:0:
256,192,8810,1,0,0:0:0:0:
288,160,9010,1,8,0:0:0:0:
256,160,9110,1,0,0:0:0:0:
288,160,9310,1,8,0:0:0:0:
256,192,9410,1,0,0:0:0:0:
256,192,9610,1,0,0:0:0:0:
256,192,9810,1,8,0:0:0:0:
288,160,9910,1,8,0:0:0:0:
256,192,10010,1,0,0:0:0:0:
288,160,10110,1,8,0:0:0:0:
256,192,10210,1,0,0:0:0:0:
288,160,10310,1,0,0:0:0:0:
256,192,10410,1,8,0:0:0:0:
288,160,10610,1,0,0:0:0:0:
256,192,10710,1,8,0:0:0:0:
288,160,10910,1,0,0:0:0:0:
256,160,11010,1,8,0:0:0:0:
256,160,11210,1,8,0:0:0:0:
288,160,11410,1,0,0:0:0:0:
288,160,11510,1,0,0:0:0:0:
288,160,11610,1,8,0:0:0:0:
288,160,11710,1,0,0:0:0:0:
288,128,11810,1,8,0:0:0:0:
288,160,11910,1,8,0:0:0:0:
288,160,12010,1,0,0:0:0:0:
288,160,12210,1,8,0:0:0:0:
288,160,12310,1,0,0:0:0:0:
288,160,12510,1,8,0:0:0:0:
288,160,12610,5,0,0:0:0:0:
288,160,12810,1,12,0:0:0:0:
288,160,13210,1,12,0:0:0:0:
