10,400,4,1,0,30,1,8
12,-125,4,1,0,30,0,0
1610,400,4,1,0,30,1,0
1610,-142.857142857143,4,1,0,30,0,0
7610,-111.111111111111,4,1,0,45,0,0
7810,-71.4285714285714,4,1,0,60,0,0
8010,-71.4285714285714,4,1,0,60,0,1
12810,-50,4,1,0,60,0,0
13210,-47.61905,4,1,0,60,0,0
13610,-45.454544,4,1,0,60,0,0
13810,-44.444443,4,1,0,60,0,0
14010,-43.47826,4,1,0,60,0,0
14210,-166.666666666667,4,1,0,40,0,0
19210,-125,4,1,0,40,0,0
19510,-116.279069767442,4,1,0,40,0,0
19810,-108.695652173913,4,1,0,40,0,0
20010,-105.263157894737,4,1,0,40,0,0
20410,-71.4285714285714,4,1,0,40,0,0
20810,-125,4,1,0,40,0,0
23476,-111.111111111111,4,1,0,40,0,0
26010,-111.111115,4,1,0,40,0,0
26210,-109.090904,4,1,0,40,0,0
26410,-107.14286,4,1,0,40,0,0
26610,-105.26316,4,1,0,40,0,0
26810,-55.5555555555556,4,1,0,40,0,0
26910,-102.5641,4,1,0,40,0,0
27010,-101.694916,4,1,0,40,0,0
27210,-76.9230769230769,4,1,0,60,0,0
39610,-76.9230769230769,4,1,0,60,0,0
39710,-76.9230769230769,4,1,0,60,0,0
39910,-142.857142857143,4,1,0,30,0,0
44810,-125,4,1,0,30,0,0
45010,-123.07692,4,1,0,30,0,0
45210,-121.21212,4,1,0,30,0,0
45410,-119.40299,4,1,0,30,0,0
45610,-117.64706,4,1,0,30,0,0
45810,-115.942024,4,1,0,30,0,0
46010,-114.28571,4,1,0,30,0,0
46210,-112.676056,4,1,0,30,0,0
46410,-76.9230769230769,4,1,0,30,0,0
47610,-43.4782608695652,4,1,0,60,0,0
48010,-10,4,1,0,30,0,1
48011,-76.9230769230769,4,1,0,30,0,1
48110,-126.410835,4,1,0,30,0,0
48210,-127.85389,4,1,0,30,0,0
48310,-129.33026,4,1,0,30,0,0
48410,-76.9230769230769,4,1,0,30,0,1
48510,-132.38771,4,1,0,30,0,0
48610,-133.9713,4,1,0,30,0,0
48710,-135.59322,4,1,0,30,0,0
48810,-76.9230769230769,4,1,0,30,0,1
48910,-138.95782,4,1,0,30,0,0
49010,-140.70352,4,1,0,30,0,0
49110,-76.9230769230769,4,1,0,30,0,1
49210,-144.3299,4,1,0,30,0,0
49310,-146.21411,4,1,0,30,0,0
49410,-76.9230769230769,4,1,0,30,0,1
49510,-150.13405,4,1,0,30,0,0
49610,-10,4,1,0,30,0,1
49611,-76.9230769230769,4,1,0,30,0,1
49710,-154.26996,4,1,0,30,0,0
49810,-156.42459,4,1,0,30,0,0
49910,-158.64023,4,1,0,30,0,0
50010,-76.9230769230769,4,1,0,30,0,1
50110,-163.2653,4,1,0,30,0,0
50210,-165.68048,4,1,0,30,0,0
50310,-168.16818,4,1,0,30,0,0
50410,-76.9230769230769,4,1,0,30,0,1
50510,-173.37462,4,1,0,30,0,0
50610,-176.10063,4,1,0,30,0,0
50710,-76.9230769230769,4,1,0,30,0,1
50810,-181.81818,4,1,0,30,0,0
50910,-184.81848,4,1,0,30,0,0
51010,-76.9230769230769,4,1,0,30,0,1
51110,-191.12627,4,1,0,30,0,0
51210,-10,4,1,0,30,0,1
51211,-76.9230769230769,4,1,0,30,0,1
51310,-197.87985,4,1,0,30,0,0
51410,-201.43884,4,1,0,30,0,0
51510,-205.1282,4,1,0,30,0,0
51610,-76.9230769230769,4,1,0,30,0,1
51710,-212.92776,4,1,0,30,0,0
51810,-217.05424,4,1,0,30,0,0
51910,-221.34389,4,1,0,30,0,0
52010,-76.9230769230769,4,1,0,30,0,1
52110,-230.45267,4,1,0,30,0,0
52210,-235.29411,4,1,0,30,0,0
52310,-76.9230769230769,4,1,0,30,0,1
52410,-245.61404,4,1,0,30,0,0
52510,-251.12108,4,1,0,30,0,0
52610,-76.9230769230769,4,1,0,30,0,1
52710,-262.9108,4,1,0,30,0,0
52810,-10,4,1,0,30,0,1
52811,-76.9230769230769,4,1,0,30,0,1
52910,-275.86206,4,1,0,30,0,0
53010,-282.8283,4,1,0,30,0,0
53110,-290.15546,4,1,0,30,0,0
53210,-76.9230769230769,4,1,0,30,0,1
53310,-306.01096,4,1,0,30,0,0
53410,-314.60675,4,1,0,30,0,0
53510,-323.6994,4,1,0,30,0,0
53610,-76.9230769230769,4,1,0,30,0,0
54010,-43.4782608695652,4,1,0,60,0,0
54410,-66.6666666666667,4,1,0,90,0,1
60810,-55.5555555555556,4,1,0,90,0,0
67210,-100,4,1,0,60,0,0
67410,-101.694916,4,1,0,60,0,0
67510,-102.5641,4,1,0,60,0,0
67710,-104.34783,4,1,0,60,0,0
67810,-105.26316,4,1,0,60,0,0
68010,-107.14286,4,1,0,60,0,0
68110,-108.10811,4,1,0,60,0,0
68310,-110.09174,4,1,0,60,0,0
68410,-111.111115,4,1,0,60,0,0
68476,-111.7943,4,1,0,60,0,0
68543,-112.49649,4,1,0,60,0,0
68610,-113.20755,4,1,0,60,0,0
68676,-113.91684,4,1,0,60,0,0
68743,-114.646034,4,1,0,60,0,0
68810,-115.38461,4,1,0,60,0,0
68876,-116.12154,4,1,0,60,0,0
68943,-116.879326,4,1,0,60,0,0
69010,-117.64706,4,1,0,60,0,0
69110,-118.81188,4,1,0,60,0,0
69210,-120,4,1,0,60,0,0
69410,-122.44898,4,1,0,60,0,0
69610,-125,4,1,0,60,0,0
70010,-100,4,1,0,60,0,0
70060,-100.313484,4,1,0,60,0,0
