346,294.117647058824,4,1,0,65,1,0
346,-111.111111111111,4,1,0,65,0,0
1517,-111.111111111111,4,1,0,65,0,0
1664,-109.177021539188,4,1,0,65,0,0
1738,-108.216174743127,4,1,0,65,0,0
1811,-107.276598289514,4,1,0,65,0,0
1958,-105.409255338946,4,1,0,65,0,0
2032,-104.481567957117,4,1,0,65,0,0
2105,-103.574416865129,4,1,0,65,0,0
2252,-101.771517068937,4,1,0,65,0,0
2399,-100,4,1,0,65,0,0
2698,294.117647058824,4,1,0,80,1,0
2698,-105.263157894737,4,1,0,80,0,0
12399,-125,4,1,0,70,0,0
20929,-125,4,1,0,70,0,0
21223,-117.851130197758,4,1,0,70,0,0
21296,-116.140364182595,4,1,0,70,0,0
21370,-114.43150799484,4,1,0,70,0,0
21443,-112.770382347484,4,1,0,70,0,0
21517,-111.111111111111,4,1,0,75,0,0
29752,-111.111111111111,4,1,0,80,0,0
30929,-111.111111111111,4,1,0,80,0,0
31076,-111.533889633123,4,1,0,80,0,0
31149,-111.744438281598,4,1,0,70,0,0
31370,-112.38427882349,4,1,0,70,0,0
31517,-112.811901757176,4,1,0,70,0,0
31664,-113.241151798988,4,1,0,70,0,0
31738,-113.45785451744,4,1,0,70,0,0
31811,-113.672035140084,4,1,0,70,0,0
31958,-114.10455799518,4,1,0,70,0,0
32105,-114.538726602636,4,1,0,70,0,0
32252,-114.974547224551,4,1,0,70,0,0
32326,-115.194567036612,4,1,0,70,0,0
32546,-115.851169679383,4,1,0,70,0,0
32620,-116.072867030625,4,1,0,70,0,0
32693,-116.291984155997,4,1,0,70,0,0
32841,-116.737491841326,4,1,0,70,0,0
32988,-117.181678779702,4,1,0,70,0,0
33061,-117.402889069905,4,1,0,70,0,0
33135,-117.627555852354,4,1,0,70,0,0
33208,-117.849607849193,4,1,0,70,0,0
33282,-118.075129490254,4,1,0,70,0,0
33429,-118.524406148845,4,1,0,70,0,0
33502,-118.748151179239,4,1,0,70,0,0
33723,-119.428094472772,4,1,0,70,0,0
33870,-119.882519172183,4,1,0,70,0,0
34017,-120.338672960619,4,1,0,70,0,0
34091,-120.568957774498,4,1,0,70,0,0
34164,-120.796562417276,4,1,0,70,0,0
34311,-121.256194146382,4,1,0,70,0,0
34458,-121.717574777296,4,1,0,70,0,0
34605,-122.1807109646,4,1,0,70,0,0
34679,-122.414520774796,4,1,0,70,0,0
34899,-123.112276753416,4,1,0,70,0,0
34973,-123.347869244515,4,1,0,70,0,0
35046,-123.580719791081,4,1,0,70,0,0
35193,-124.050945257643,4,1,0,70,0,0
35341,-124.526177062189,4,1,0,70,0,0
35488,-125,4,1,0,70,0,0
35635,-111.111111111111,4,1,0,80,0,0
36811,-111.111111111111,4,1,0,80,0,0
36885,-110.377521785739,4,1,0,80,0,0
36958,-109.658591616307,4,1,0,80,0,0
37032,-108.934592266101,4,1,0,80,0,0
37105,-108.225060437448,4,1,0,80,0,0
37179,-107.510525695776,4,1,0,80,0,0
37252,-106.810269346443,4,1,0,80,0,0
37326,-106.105075485549,4,1,0,80,0,0
37399,-105.413973360204,4,1,0,80,0,0
37546,-104.035930698231,4,1,0,80,0,0
37693,-102.675902740737,4,1,0,80,0,0
37841,-101.324583394146,4,1,0,80,0,0
37988,-90.9090909090909,4,1,0,80,0,0
40046,-111.111111111111,4,1,0,80,0,0
40345,-100,4,1,0,90,0,1
58576,-100,4,1,0,90,0,1
58723,-101.290589497996,4,1,0,90,0,1
58870,-102.597835208515,4,1,0,90,0,1
59017,-103.921952094888,4,1,0,90,0,1
59168,-105.263157894737,4,1,0,90,0,0
59315,-105.263157894737,4,1,0,80,0,0
67252,-105.263157894737,4,1,0,80,0,0
68870,-142.857142857143,4,1,0,70,0,0
76811,-142.857142857143,4,1,0,70,0,0
76958,-139.434680006391,4,1,0,70,0,0
77032,-137.742958357568,4,1,0,70,0,0
77105,-136.094209919393,4,1,0,70,0,0
77252,-132.833768275832,4,1,0,70,0,0
77326,-131.222133627431,4,1,0,70,0,0
77399,-129.651437815086,4,1,0,70,0,0
77546,-126.545347208805,4,1,0,70,0,0
77620,-125.010008199735,4,1,0,70,0,0
77693,-123.513669960502,4,1,0,70,0,0
77767,-122.015113436485,4,1,0,70,0,0
77841,-120.534738476147,4,1,0,70,0,0
77914,-119.091968085718,4,1,0,70,0,0
77988,-117.647058823529,4,1,0,70,0,0
87546,-117.647058823529,4,1,0,40,0,0
88429,-133.333333333333,4,1,0,40,0,0
88576,-90.9090909090909,4,1,0,70,0,0
89458,-111.111111111111,4,1,0,70,0,0
89756,294.117647058824,4,1,0,90,1,1
89756,-100,4,1,0,90,0,1
107991,-100,4,1,0,90,0,0
108579,-100,4,1,0,90,0,1
113285,-100,4,1,0,90,0,0
117991,-100,4,1,0,90,0,1
126809,-100,4,1,0,90,0,1
126956,-101.290589497996,4,1,0,90,0,1
127103,-102.597835208515,4,1,0,90,0,1
127250,-103.921952094888,4,1,0,90,0,1
127403,-105.263157894737,4,1,0,90,0,0
127545,-105.263157894737,4,1,0,80,0,0
