256,192,881070,5,0,1:0:0:0:
256,192,881320,1,0,1:0:0:0:
256,192,881570,1,8,1:0:0:0:
256,192,881820,1,0,1:0:0:0:
256,192,882070,1,8,1:0:0:0:
256,192,882320,1,0,1:0:0:0:
256,192,882445,1,0,1:0:0:0:
256,192,882570,1,8,1:0:0:0:
256,192,882820,1,8,1:0:0:0:
256,192,883070,1,0,1:0:0:0:
256,192,883320,1,0,1:0:0:0:
256,192,883570,1,8,1:0:0:0:
256,192,883945,1,0,1:0:0:0:
256,192,884070,1,12,1:0:0:0:
256,192,884570,1,8,1:0:0:0:
256,192,884653,1,8,1:0:0:0:
256,192,884736,1,0,1:0:0:0:
256,192,884820,1,8,1:0:0:0:
256,192,884903,1,0,1:0:0:0:
256,192,884986,1,0,1:0:0:0:
256,192,885070,1,8,1:0:0:0:
256,192,885153,1,8,1:0:0:0:
256,192,885236,1,0,1:0:0:0:
256,192,885320,1,8,1:0:0:0:
256,192,885403,1,0,1:0:0:0:
256,192,885486,1,0,1:0:0:0:
256,192,885570,1,8,1:0:0:0:
256,192,885653,1,8,1:0:0:0:
256,192,885736,1,8,1:0:0:0:
256,192,885820,1,0,1:0:0:0:
256,192,885903,1,0,1:0:0:0:
256,192,885986,1,0,1:0:0:0:
256,192,886070,1,8,1:0:0:0:
256,192,886153,1,8,1:0:0:0:
256,192,886236,1,0,1:0:0:0:
256,192,886320,1,8,1:0:0:0:
256,192,886403,1,0,1:0:0:0:
256,192,886486,1,0,1:0:0:0:
256,192,886570,1,8,1:0:0:0:
256,192,886653,1,8,1:0:0:0:
256,192,886736,1,0,1:0:0:0:
256,192,886820,1,0,1:0:0:0:
256,192,886903,1,0,1:0:0:0:
256,192,886986,1,0,1:0:0:0:
256,192,887070,1,8,1:0:0:0:
256,192,887195,1,0,1:0:0:0:
256,192,887257,1,0,1:0:0:0:
256,192,887320,1,8,1:0:0:0:
256,192,887445,1,8,1:0:0:0:
256,192,887632,1,0,1:0:0:0:
256,192,887695,1,0,1:0:0:0:
256,192,887820,1,8,1:0:0:0:
256,192,887945,1,0,1:0:0:0:
256,192,888070,1,8,1:0:0:0:
256,192,888132,1,0,1:0:0:0:
256,192,888195,1,0,1:0:0:0:
256,192,888257,1,0,1:0:0:0:
256,192,888320,1,8,1:0:0:0:
256,192,888445,1,8,1:0:0:0:
256,192,888570,1,0,1:0:0:0:
256,192,888632,1,0,1:0:0:0:
256,192,888695,1,0,1:0:0:0:
256,192,888820,1,8,1:0:0:0:
256,192,889007,1,0,1:0:0:0:
256,192,889070,1,8,1:0:0:0:
256,192,889195,1,0,1:0:0:0:
256,192,889257,1,0,1:0:0:0:
256,192,889320,1,8,1:0:0:0:
256,192,889445,1,0,1:0:0:0:
256,192,889570,1,8,1:0:0:0:
256,192,889632,1,0,1:0:0:0:
256,192,889695,1,8,1:0:0:0:
256,192,889757,1,8,1:0:0:0:
256,192,889820,1,0,1:0:0:0:
256,192,889945,1,0,1:0:0:0:
256,192,890070,1,8,1:0:0:0:
256,192,890195,1,0,1:0:0:0:
256,192,890257,1,0,1:0:0:0:
256,192,890320,1,8,1:0:0:0:
256,192,890445,1,8,1:0:0:0:
256,192,890570,1,0,1:0:0:0:
256,192,890695,1,0,1:0:0:0:
256,192,890757,1,0,1:0:0:0:
256,192,890820,1,8,1:0:0:0:
256,192,890945,1,0,1:0:0:0:
256,192,891070,1,8,1:0:0:0:
256,192,891153,1,8,1:0:0:0:
256,192,891236,1,0,1:0:0:0:
256,192,891320,1,8,1:0:0:0:
256,192,891403,1,0,1:0:0:0:
256,192,891486,1,0,1:0:0:0:
256,192,891570,1,8,1:0:0:0:
256,192,891653,1,8,1:0:0:0:
256,192,891736,1,8,1:0:0:0:
256,192,891820,1,0,1:0:0:0:
256,192,891903,1,0,1:0:0:0:
256,192,891986,1,0,1:0:0:0:
256,192,892070,1,12,1:0:0:0:
256,192,892570,1,0,1:0:0:0:
256,192,892695,1,8,1:0:0:0:
256,192,892820,1,8,1:0:0:0:
256,192,893070,1,0,1:0:0:0:
256,192,893195,1,0,1:0:0:0:
256,192,893320,1,8,1:0:0:0:
256,192,893445,1,0,1:0:0:0:
256,192,893570,1,8,1:0:0:0:
256,192,893820,1,8,1:0:0:0:
256,192,894070,1,0,1:0:0:0:
256,192,894195,1,8,1:0:0:0:
256,192,894257,1,8,1:0:0:0:
256,192,894320,1,0,1:0:0:0:
256,192,894445,1,0,1:0:0:0:
256,192,894570,1,8,1:0:0:0:
256,192,894695,1,0,1:0:0:0:
256,192,894820,1,8,1:0:0:0:
256,192,895070,1,0,1:0:0:0:
256,192,895195,1,0,1:0:0:0:
256,192,895320,1,8,1:0:0:0:
256,192,895445,1,0,1:0:0:0:
256,192,895570,1,8,1:0:0:0:
256,192,895820,1,0,1:0:0:0:
256,192,895945,1,8,1:0:0:0:
256,192,896070,1,0,1:0:0:0:
256,192,896195,1,8,1:0:0:0:
256,192,896320,1,0,1:0:0:0:
256,192,896382,1,0,1:0:0:0:
256,192,896445,1,0,1:0:0:0:
256,192,896570,1,8,1:0:0:0:
256,192,896695,1,0,1:0:0:0:
256,192,896820,1,8,1:0:0:0:
256,192,896882,1,0,1:0:0:0:
256,192,896945,1,8,1:0:0:0:
256,192,897007,1,8,1:0:0:0:
256,192,897070,1,0,1:0:0:0:
256,192,897195,1,0,1:0:0:0:
256,192,897257,1,0,1:0:0:0:
256,192,897320,1,8,1:0:0:0:
256,192,897445,1,0,1:0:0:0:
256,192,897570,1,8,1:0:0:0:
256,192,897695,1,0,1:0:0:0:
256,192,897820,1,8,1:0:0:0:
256,192,897945,1,0,1:0:0:0:
256,192,898070,1,8,1:0:0:0:
256,192,898132,1,8,1:0:0:0:
256,192,898195,1,8,1:0:0:0:
256,192,898320,1,0,1:0:0:0:
256,192,898445,1,8,1:0:0:0:
256,192,898570,1,8,1:0:0:0:
256,192,898820,1,0,1:0:0:0:
256,192,898945,1,0,1:0:0:0:
256,192,899070,1,8,1:0:0:0:
256,192,899195,1,8,1:0:0:0:
256,192,899257,1,8,1:0:0:0:
256,192,899320,1,8,1:0:0:0:
256,192,899445,1,0,1:0:0:0:
256,192,899570,1,8,1:0:0:0:
256,192,899695,1,8,1:0:0:0:
256,192,899757,1,8,1:0:0:0:
256,192,899820,1,0,1:0:0:0:
256,192,899945,1,0,1:0:0:0:
256,192,900070,1,8,1:0:0:0:
256,192,900195,1,8,1:0:0:0:
256,192,900257,1,0,1:0:0:0:
256,192,900320,1,8,1:0:0:0:
256,192,900445,1,0,1:0:0:0:
256,192,900570,1,8,1:0:0:0:
256,192,900820,1,8,1:0:0:0:
256,192,900945,1,0,1:0:0:0:
256,192,901070,1,8,1:0:0:0:
256,192,901195,1,0,1:0:0:0:
256,192,901257,1,0,1:0:0:0:
256,192,901320,1,0,1:0:0:0:
256,192,901445,1,0,1:0:0:0:
256,192,901570,1,8,1:0:0:0:
256,192,901820,1,8,1:0:0:0:
256,192,901945,1,0,1:0:0:0:
256,192,902070,1,8,1:0:0:0:
256,192,902195,1,0,1:0:0:0:
256,192,902320,1,8,1:0:0:0:
256,192,902445,1,0,1:0:0:0:
256,192,902507,1,0,1:0:0:0:
256,192,902570,1,8,1:0:0:0:
256,192,902695,1,0,1:0:0:0:
256,192,902820,1,8,1:0:0:0:
256,192,902945,1,8,1:0:0:0:
256,192,903007,1,8,1:0:0:0:
256,192,903070,1,0,1:0:0:0:
256,192,903320,1,8,1:0:0:0:
256,192,903445,1,0,1:0:0:0:
256,192,903507,1,0,1:0:0:0:
256,192,903570,1,8,1:0:0:0:
256,192,903695,1,0,1:0:0:0:
256,192,903820,1,8,1:0:0:0:
256,192,903945,1,8,1:0:0:0:
256,192,904070,1,0,1:0:0:0:
256,192,904320,1,8,1:0:0:0:
256,192,904570,1,8,1:0:0:0:
256,192,904695,1,0,1:0:0:0:
256,192,904820,1,8,1:0:0:0:
256,192,904882,1,8,1:0:0:0:
256,192,904945,1,8,1:0:0:0:
256,192,905007,1,8,1:0:0:0:
256,192,905070,1,0,1:0:0:0:
256,192,905320,1,0,1:0:0:0:
256,192,905445,1,0,1:0:0:0:
256,192,905570,1,8,1:0:0:0:
256,192,905632,1,8,1:0:0:0:
256,192,905695,1,0,1:0:0:0:
256,192,905820,1,8,1:0:0:0:
256,192,905945,1,8,1:0:0:0:
256,192,906070,1,0,1:0:0:0:
256,192,906195,1,0,1:0:0:0:
256,192,906257,1,0,1:0:0:0:
256,192,906320,1,8,1:0:0:0:
256,192,906445,1,0,1:0:0:0:
256,192,906570,1,8,1:0:0:0:
256,192,906695,1,0,1:0:0:0:
256,192,906945,1,8,1:0:0:0:
256,192,907070,1,0,1:0:0:0:
256,192,907132,1,0,1:0:0:0:
256,192,907195,1,0,1:0:0:0:
256,192,907320,1,8,1:0:0:0:
256,192,907445,1,8,1:0:0:0:
256,192,907570,1,0,1:0:0:0:
256,192,907632,1,0,1:0:0:0:
256,192,907695,1,0,1:0:0:0:
256,192,907820,1,8,1:0:0:0:
256,192,907945,1,8,1:0:0:0:
